arm,bats,birthdate,cb,ch,cl,control,cu,delivery,durability,endurance,ethnicity,fa,facial_hair,fb,first_name,gf,hair_color,height,hitter_archetype,hm,hold_runner,injured,injury_description,is_pitcher,kn,last_name,mo,movement,other_positions,ph,pitcher_archetype,pl,player_id,pot_arm,pot_cb,pot_ch,pot_control,pot_cu,pot_endurance,pot_fa,pot_fb,pot_fielding,pot_gf,pot_hold_runner,pot_kn,pot_movement,pot_ph,pot_sc,pot_si,pot_sl,pot_sp,preferred_pitching_role,primary_position,return_date,role,sc,si,skin_tone,sl,sp,throws,vl,weight
54,R,2002-11-13,,51,55,,,,67,,Hispanic,63,clean_shaven,,Hector,51,black,75,balanced,46,,0,0,False,,Martinez,51,,[],50,,54,P1113,63,,56,,,,69,,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",51,,,,57,52,,,49,,CF,0,,52,,medium,,44,R,58,207
58,R,1999-10-18,,69,48,,,,65,,Anglo,64,mustache,,Wilber,55,brown,69,balanced,49,,0,0,False,,Mcamis,46,,[],52,,55,P8671,67,,75,,,,73,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",55,,,,58,46,,,68,,LF,0,,46,,dark,,53,R,53,202
57,R,1996-12-03,,58,49,,,,66,,Hispanic,58,clean_shaven,,Luis,61,black,70,power,52,,0,0,False,,Perez,49,,[],86,,46,P8869,60,,58,,,,60,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",61,,,,85,57,,,30,,3B,0,,57,,medium,,31,R,56,189
64,R,2000-10-28,,63,51,,,,70,,Anglo,66,goatee,,Terrell,46,red,73,power,49,,0,0,False,,Michniak,50,,[],71,,54,P8336,71,,70,,,,81,,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",46,,,,79,48,,,47,,SS,0,,48,,light,,36,R,51,242
51,S,1996-02-22,,74,52,,,,68,,Hispanic,60,mustache,,Eduardo,60,brown,70,balanced,54,,0,0,False,,Martinez,54,,[],62,,53,P1382,52,,75,,,,61,,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",60,,,,59,51,,,47,,SS,0,,51,,medium,,49,R,71,182
55,L,2002-10-29,,63,48,,,,63,,African,47,beard,,Jamal,49,black,77,contact,54,,0,0,False,,Gaines,51,,[],30,,71,P2734,68,,75,,,,55,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",49,,,,44,49,,,54,,C,0,,49,,dark,,49,R,70,189
61,L,1998-01-19,,78,48,,,,69,,African,52,beard,,Deshawn,51,black,68,speed_disc,51,,0,0,False,,Green,51,,[],55,,47,P4755,66,,89,,,,67,,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",51,,,,67,49,,,78,,1B,0,,49,,medium,,68,L,80,192
60,S,2001-01-04,,79,50,,,,75,,Anglo,58,clean_shaven,,Lyle,50,black,72,contact,48,,0,0,False,,Uhrmacher,53,,[],52,,54,P3687,75,,89,,,,64,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",50,,,,65,46,,,77,,3B,0,,46,,light,,63,R,84,245
59,R,1996-07-14,,64,52,,,,69,,Hispanic,73,clean_shaven,,Eduardo,49,brown,71,speed_disc,51,,0,0,False,,Cruz,51,,[],45,,53,P1449,62,,65,,,,73,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",49,,,,49,49,,,62,,3B,0,,49,,medium,,67,R,76,164
58,R,1992-12-09,,57,48,,,,64,,Anglo,63,clean_shaven,,Numbers,46,brown,68,balanced,49,,0,0,False,,Kuhls,54,,[],56,,55,P4055,56,,48,,,,55,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",46,,,,51,50,,,42,,3B,0,,50,,light,,48,R,53,171
68,L,1997-03-03,,71,55,,,,59,,Asian,64,clean_shaven,,Sung,54,black,68,balanced,54,,0,0,False,,Hassan,54,,[],58,,49,P3214,63,,66,,,,69,,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",54,,,,62,45,,,60,,RF,0,,45,,light,,63,L,69,209
87,L,1996-02-14,,66,51,,,,72,,African,53,mustache,,Jermaine,46,black,70,balanced,53,,0,0,False,,Walker,46,,[],49,,55,P3284,85,,66,,,,50,,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",46,,,,44,44,,,51,,2B,0,,44,,dark,,47,R,59,219
55,R,1993-03-29,,61,47,,,,55,,African,48,clean_shaven,,Deshawn,48,black,69,balanced,52,,0,0,False,,Jefferson,54,,[],63,,45,P3755,55,,61,,,,40,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",48,,,,56,52,,,28,,C,0,,52,,dark,,35,R,54,220
62,R,1995-04-22,,77,54,,,,66,,Anglo,53,clean_shaven,,Edmundo,52,brown,69,contact,52,,0,0,False,,Derobles,50,,[],40,,57,P5145,65,,75,,,,48,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",52,,,,35,46,,,63,,3B,0,,46,,light,,66,R,79,224
46,L,1991-11-25,,70,52,,,,56,,Hispanic,57,beard,,Jorge,45,black,71,speed_disc,51,,0,0,False,,Ramirez,46,,[],43,,56,P6850,39,,67,,,,55,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",45,,,,33,51,,,67,,LF,0,,51,,light,,69,R,90,178
56,L,1991-10-19,,48,49,,,,62,,Anglo,53,clean_shaven,,Tracey,49,black,76,power,53,,0,0,False,,Peeler,46,,[],71,,50,P7744,55,,43,,,,48,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",49,,,,62,46,,,43,,LF,0,,46,,light,,43,R,64,244
76,R,2001-06-22,,58,55,,,,61,,Hispanic,72,goatee,,Roberto,53,black,78,balanced,51,,0,0,False,,Vargas,51,,['1B'],63,,46,P4066,84,,68,,,,77,,"{'P': 90, 'C': 10, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",53,,,,72,50,,,56,,LF,0,,50,,dark,,43,R,63,196
65,R,1997-02-27,,64,51,,,,67,,Anglo,76,clean_shaven,,Reuben,51,blonde,69,power,51,,0,0,False,,Osterstuck,54,,[],83,,53,P5077,68,,61,,,,76,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",51,,,,80,45,,,41,,3B,0,,45,,light,,38,R,42,176
51,S,1995-04-23,,50,53,,,,64,,Asian,40,clean_shaven,,Yong,48,black,73,balanced,45,,0,0,False,,Tanaka,49,,[],49,,64,P9103,52,,47,,,,35,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",48,,,,51,44,,,42,,C,0,,44,,medium,,45,R,56,165
56,R,1991-12-22,,73,49,,,,59,,Asian,59,goatee,,Yong,49,black,72,balanced,46,,0,0,False,,Tran,49,,[],60,,56,P9043,51,,69,,,,51,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",49,,,,60,50,,,56,,LF,0,,50,,medium,,62,R,66,208
56,L,1997-06-28,,70,55,,,,63,,Hispanic,66,clean_shaven,,Fernando,53,brown,75,contact,50,,0,0,False,,Rivera,49,,['RF'],47,,46,P3736,56,,66,,,,70,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80}",53,,,,49,49,,,64,,LF,0,,49,,dark,,64,L,67,177
55,R,1996-01-17,,63,51,,,,71,,Hispanic,56,goatee,,Alejandro,40,black,78,speed_disc,49,,0,0,False,,Castillo,45,,[],59,,54,P6395,58,,63,,,,55,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",40,,,,54,53,,,60,,3B,0,,53,,medium,,64,R,72,205
52,R,1996-03-08,,57,41,,,,58,,Asian,51,clean_shaven,,Sung,50,black,72,balanced,50,,0,0,False,,Park,51,,[],54,,45,P8183,56,,56,,,,49,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",50,,,,50,45,,,48,,C,0,,45,,light,,49,R,52,216
53,R,1999-06-02,,42,50,,,,66,,African,49,goatee,,Cedric,51,brown,75,power,51,,0,0,False,,Walker,52,,[],82,,51,P1702,58,,49,,,,56,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",51,,,,92,50,,,58,,C,0,,50,,dark,,50,R,58,167
54,R,2001-07-29,,43,55,,,,67,,Anglo,45,clean_shaven,,Sean,47,blonde,72,power,51,,0,0,False,,Burstein,51,,[],64,,51,P9146,68,,56,,,,50,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",47,,,,73,50,,,47,,C,0,,50,,light,,35,R,51,173
55,R,1994-06-23,,63,44,,,,72,,Asian,60,beard,,Sung,47,black,73,contact,48,,0,0,False,,Singh,51,,[],45,,65,P2201,50,,66,,,,58,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",47,,,,46,49,,,72,,3B,0,,49,,medium,,70,R,70,225
54,R,1997-12-04,,57,50,,,,70,,Anglo,77,mustache,,Donn,49,brown,70,balanced,50,,0,0,False,,Maronge,46,,[],47,,49,P2313,69,,72,,,,85,,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",49,,,,60,52,,,62,,CF,0,,52,,light,,48,R,51,249
70,R,1999-05-06,,75,52,,,,64,,Anglo,75,mustache,,Eusebio,48,brown,78,balanced,52,,0,0,False,,Okuhara,52,,[],52,,54,P3793,84,,84,,,,89,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",48,,,,65,54,,,57,,3B,0,,54,,medium,,50,R,60,195
60,R,2002-09-27,,79,55,,,,75,,Anglo,56,clean_shaven,,Cedric,51,blonde,68,contact,48,,0,0,False,,Gaines,51,,['1B'],46,,51,P1412,70,,84,,,,63,,"{'P': 90, 'C': 10, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",51,,,,55,56,,,76,,LF,0,,56,,light,,63,R,75,243
56,R,1997-01-26,,68,46,,,,62,,Hispanic,56,goatee,,Hector,51,black,70,balanced,47,,0,0,False,,Garcia,51,,[],60,,53,P5644,55,,69,,,,55,,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",51,,,,65,49,,,47,,CF,0,,49,,light,,51,R,53,228
38,R,1996-01-19,,53,50,,,,73,,Hispanic,63,goatee,,Miguel,47,brown,77,power,48,,0,0,False,,Gonzalez,58,,[],83,,53,P7176,41,,57,,,,66,,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",47,,,,87,51,,,43,,SS,0,,51,,medium,,39,R,53,166
70,L,1998-10-16,,76,48,,,,66,,Anglo,58,clean_shaven,,Carroll,51,blonde,72,contact,52,,0,0,False,,Neblock,49,,[],41,,59,P5819,79,,86,,,,69,,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",51,,,,51,49,,,68,,RF,0,,49,,light,,58,R,78,248
55,R,1990-08-04,,71,52,,,,49,,African,56,mustache,,Rufus,48,black,69,contact,46,,0,0,False,,Harris,52,,[],30,,44,P8944,54,,67,,,,56,,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",48,,,,29,52,,,55,,CF,0,,52,,dark,,58,R,66,224
54,R,2001-02-28,,90,53,,,,70,,Hispanic,60,clean_shaven,,Jorge,51,black,74,contact,42,,0,0,False,,Castillo,52,,[],48,,58,P9097,61,,99,,,,71,,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",51,,,,60,49,,,65,,SS,0,,49,,medium,,57,R,75,206
62,L,1998-10-21,,79,46,,,,62,,Hispanic,54,beard,,Raul,55,brown,70,balanced,45,,0,0,False,,Ortiz,52,,[],64,,46,P7612,71,,92,,,,68,,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",55,,,,70,49,,,57,,SS,0,,49,,medium,,45,R,60,211
52,L,1997-06-14,,50,51,,,,63,,Hispanic,33,clean_shaven,,Miguel,55,red,76,balanced,48,,0,0,False,,Perez,48,,[],63,,51,P2370,55,,55,,,,36,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",55,,,,58,47,,,43,,C,0,,47,,medium,,43,R,58,230
39,L,1997-05-21,,73,52,,,,77,,Anglo,55,goatee,,Pedro,46,blonde,77,balanced,44,,0,0,False,,Ramos,44,,[],63,,52,P7365,44,,73,,,,56,,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",46,,,,67,46,,,49,,2B,0,,46,,light,,44,R,55,161
52,S,1997-02-01,,79,44,,,,61,,Anglo,56,clean_shaven,,Tommie,50,black,78,contact,46,,0,0,False,,Tuy,56,,[],36,,51,P5500,50,,82,,,,53,,"{'P': 140, 'C': 10, '1B': 170, '2B': 100, '3B': 140, 'LF': 160, 'CF': 120, 'RF': 150}",50,,,,41,50,,,52,,SS,0,,50,,light,,57,R,67,190
59,L,1999-11-22,,56,51,,,,66,,Anglo,62,clean_shaven,,Seth,49,brown,73,power,47,,0,0,False,,Ingrassia,47,,[],71,,52,P2656,65,,70,,,,67,,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",49,,,,79,52,,,38,,CF,0,,52,,light,,31,R,55,222
73,R,2001-07-27,,68,53,,,,69,,African,70,clean_shaven,,Jermaine,51,brown,77,balanced,47,,0,0,False,,Robinson,51,,[],57,,62,P1884,80,,81,,,,75,,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",51,,,,69,50,,,73,,RF,0,,50,,dark,,60,R,55,192
81,R,2003-07-07,,68,55,,,,71,,Hispanic,48,clean_shaven,,Fernando,51,brown,75,contact,47,,0,0,False,,Sanchez,45,,[],36,,49,P8970,95,,74,,,,62,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",51,,,,42,48,,,60,,C,0,,48,,medium,,55,R,66,242
67,L,1995-11-21,,64,49,,,,62,,Hispanic,57,clean_shaven,,Rafael,46,brown,75,speed_disc,48,,0,0,False,,Morales,53,,[],58,,51,P3558,64,,64,,,,52,,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",46,,,,58,52,,,71,,1B,0,,52,,dark,,68,L,94,186
55,L,1993-08-08,,82,50,,,,60,,Anglo,72,beard,,Deandre,50,brown,76,contact,51,,0,0,False,,Eshlerman,53,,[],32,,57,P9038,53,,72,,,,72,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",50,,,,28,53,,,52,,LF,0,,53,,light,,54,R,74,182
48,L,2002-02-08,,71,55,,,,62,,Anglo,59,goatee,,Richard,53,brown,68,contact,44,,0,0,False,,Noseff,50,,[],33,,55,P5682,61,,77,,,,64,,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",53,,,,46,46,,,74,,CF,0,,46,,light,,61,L,83,162
65,R,2001-05-24,,87,51,,,,65,,Anglo,63,clean_shaven,,Felton,51,brown,72,contact,53,,0,0,False,,Wach,51,,[],56,,48,P4442,79,,97,,,,76,,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",51,,,,67,47,,,80,,RF,0,,47,,dark,,65,R,79,239
56,L,1998-04-25,,55,44,,,,64,,Anglo,62,clean_shaven,,Tyrone,55,black,70,power,50,,0,0,False,,Allen,55,,[],68,,40,P8593,71,,69,,,,72,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",55,,,,78,58,,,48,,LF,0,,58,,medium,,43,L,60,236
46,L,2001-12-09,,69,48,,,,66,,African,50,clean_shaven,,Deshawn,49,black,70,balanced,52,,0,0,False,,Wright,48,,[],46,,46,P9689,61,,82,,,,63,,"{'P': 130, 'C': 10, '1B': 160, '3B': 130, 'SS': 90, 'LF': 150, 'CF': 120, 'RF': 140}",49,,,,57,50,,,65,,2B,0,,50,,dark,,55,R,69,222
62,R,2000-09-07,,62,52,,,,70,,African,46,clean_shaven,,Rufus,52,black,70,contact,48,,0,0,False,,Green,49,,[],49,,41,P4393,71,,67,,,,54,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",52,,,,54,41,,,58,,C,0,,41,,dark,,52,R,73,222
63,R,2000-09-25,,66,46,,,,65,,African,71,clean_shaven,,Tyrone,54,black,74,balanced,52,,0,0,False,,Jackson,48,,[],61,,57,P3599,78,,77,,,,82,,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",54,,,,74,46,,,59,,CF,0,,46,,light,,48,R,50,245
49,L,1999-12-21,,49,53,,,,74,,Hispanic,80,clean_shaven,,Francisco,58,brown,70,balanced,57,,0,0,False,,Hernandez,54,,[],55,,57,P6071,56,,56,,,,88,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",58,,,,64,52,,,55,,C,0,,52,,medium,,42,R,66,221
60,R,1999-08-03,,88,47,,,,61,,Hispanic,50,goatee,,Roberto,48,brown,72,contact,45,,0,0,False,,Rivera,48,,[],37,,46,P2514,69,,98,,,,63,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",48,,,,47,50,,,86,,3B,0,,50,,dark,,71,R,81,241
54,L,1996-07-19,,60,49,,,,64,,African,62,beard,,Deshawn,49,black,69,contact,46,,0,0,False,,Allen,50,,[],48,,54,P9396,52,,56,,,,60,,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",49,,,,53,50,,,51,,CF,0,,50,,dark,,55,L,70,241
61,R,1994-11-03,,71,51,,,,62,,Anglo,52,beard,,Andreas,57,blonde,78,contact,54,,0,0,False,,Blacksmith,43,,[],41,,59,P8375,61,,76,,,,57,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",57,,,,44,46,,,64,,3B,0,,46,,light,,61,R,73,222
77,L,1992-10-09,,73,52,,,,61,,Hispanic,59,clean_shaven,,Luis,53,black,68,contact,43,,0,0,False,,Cruz,46,,[],57,,42,P3924,69,,72,,,,52,,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",53,,,,52,53,,,58,,RF,0,,53,,dark,,68,R,78,171
59,R,1999-03-21,,75,53,,,,63,,Hispanic,56,mustache,,Roberto,54,black,78,speed_disc,48,,0,0,False,,Morales,48,,[],52,,61,P5230,72,,80,,,,63,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",54,,,,59,55,,,83,,3B,0,,55,,light,,70,R,77,214
50,R,1996-06-19,,62,46,,,,65,,African,39,goatee,,Xavier,57,black,72,contact,56,,0,0,False,,Walker,54,,[],47,,55,P2610,47,,60,,,,35,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",57,,,,45,52,,,64,,C,0,,52,,dark,,61,R,72,172
61,S,1999-08-22,,58,46,,,,57,,Anglo,60,beard,,Edwin,55,blonde,70,balanced,45,,0,0,False,,Havlik,50,,[],53,,55,P8571,67,,68,,,,70,,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",55,,,,58,46,,,54,,CF,0,,46,,light,,40,R,51,198
45,R,1992-06-13,,79,51,,,,67,,African,54,goatee,,Tyrone,54,brown,71,contact,49,,0,0,False,,Baker,50,,[],54,,40,P8892,38,,75,,,,53,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",54,,,,52,49,,,50,,LF,0,,49,,dark,,58,R,59,183
64,S,1993-08-29,,46,52,,,,61,,Anglo,53,beard,,Donald,53,brown,71,power,46,,0,0,False,,Wollard,47,,[],79,,59,P7650,63,,40,,,,46,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",53,,,,74,52,,,47,,LF,0,,52,,light,,56,L,64,216
55,R,2001-08-12,,68,54,,,,71,,Hispanic,59,clean_shaven,,Rafael,49,blonde,74,balanced,50,,0,0,False,,Gomez,47,,[],52,,41,P1592,62,,83,,,,66,,"{'P': 110, 'C': 10, '1B': 150, '2B': 80, '3B': 110, 'SS': 70, 'LF': 140, 'RF': 130}",49,,,,61,45,,,76,,CF,0,,45,,medium,,66,R,52,177
62,S,2003-10-08,,60,48,,,,76,,Asian,57,clean_shaven,,Yong,52,black,71,power,47,,0,0,False,,Chen,53,,[],83,,44,P1302,75,,67,,,,62,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",52,,,,95,47,,,44,,LF,0,,47,,light,,33,R,48,174
61,R,2000-05-02,,85,44,,,,72,,Hispanic,64,beard,,Fernando,49,black,73,contact,49,,0,0,False,,Ramos,49,,['CF'],51,,49,P5392,67,,95,,,,70,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'RF': 100}",49,,,,62,52,,,70,,LF,0,,52,,medium,,58,R,77,162
57,R,1998-03-28,,59,48,,,,67,,African,48,clean_shaven,,Rufus,48,black,71,contact,51,,0,0,False,,Mitchell,53,,[],30,,60,P5093,64,,72,,,,57,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",48,,,,39,54,,,63,,C,0,,54,,dark,,55,R,62,161
62,L,1999-02-06,,62,52,,,,69,,Anglo,53,clean_shaven,,Colin,47,brown,69,balanced,47,,0,0,False,,Suben,52,,[],68,,43,P3935,76,,73,,,,65,,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",47,,,,75,49,,,64,,1B,0,,49,,medium,,57,L,68,239
79,R,1997-03-04,,54,46,,,,59,,African,69,beard,,Malik,52,black,78,power,47,,0,0,False,,Gaines,53,,[],94,,52,P1969,78,,52,,,,64,,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",52,,,,89,50,,,37,,RF,0,,50,,dark,,41,R,57,177
52,S,1999-09-21,,45,52,,,,64,,African,43,beard,,Darnell,52,black,76,power,51,,0,0,False,,Young,49,,[],75,,60,P2866,60,,52,,,,52,,"{'P': 60, '1B': 100, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",52,,,,82,49,,,51,,C,0,,49,,dark,,37,R,58,208
60,R,1999-05-26,,78,45,,,,63,,Anglo,57,clean_shaven,,Jonas,47,brown,72,contact,52,,0,0,False,,Nowaczyk,52,,[],44,,50,P7240,68,,83,,,,66,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",47,,,,59,54,,,62,,LF,0,,54,,medium,,51,R,78,179
57,S,1994-01-29,,57,50,,,,61,,Asian,60,clean_shaven,,Sung,49,black,72,speed_disc,46,,0,0,False,,Huang,57,,[],53,,64,P7315,61,,55,,,,59,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",49,,,,57,55,,,77,,3B,0,,55,,medium,,74,R,67,218
61,R,1999-09-28,,81,48,,,,62,,Anglo,62,mustache,,Irwin,54,blonde,70,contact,50,,0,0,False,,Mcclish,46,,[],40,,55,P2889,72,,89,,,,70,,"{'P': 90, 'C': 10, '1B': 120, '2B': 60, '3B': 90, 'SS': 40, 'CF': 80, 'RF': 100}",54,,,,55,57,,,69,,LF,0,,57,,light,,60,R,71,226
65,R,1996-10-15,,75,53,,,,64,,African,75,beard,,Deshawn,54,brown,75,speed_disc,57,,0,0,False,,Scott,53,,[],42,,56,P2426,69,,72,,,,74,,"{'P': 100, 'C': 10, '1B': 140, '2B': 90, 'SS': 80, 'LF': 130, 'CF': 100, 'RF': 120}",54,,,,46,49,,,71,,3B,0,,49,,medium,,73,R,76,232
65,R,2003-09-20,,75,47,,,,64,,Anglo,51,clean_shaven,,Florentino,56,blonde,68,balanced,50,,0,0,False,,Cantara,50,,[],65,,50,P4726,70,,83,,,,58,,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",56,,,,75,44,,,61,,1B,0,,44,,light,,53,R,51,206
57,L,1995-01-19,,74,54,,,,73,,Anglo,63,clean_shaven,,Pedro,50,black,69,contact,49,,0,0,False,,Hernandez,47,,[],43,,61,P8785,56,,70,,,,60,,"{'P': 90, 'C': 10, '1B': 130, '2B': 60, '3B': 90, 'SS': 40, 'LF': 110, 'CF': 80}",50,,,,47,52,,,56,,RF,0,,52,,light,,58,R,79,181
67,S,2001-04-25,,81,43,,,,64,,Hispanic,54,goatee,,Ricardo,53,brown,76,contact,46,,0,0,False,,Perez,47,,[],56,,51,P3141,73,,86,,,,63,,"{'P': 60, 'C': 10, '2B': 20, '3B': 60, 'SS': 10, 'LF': 90, 'CF': 40, 'RF': 80}",53,,,,68,48,,,70,,1B,0,,48,,dark,,60,R,78,181
