player_id,first_name,last_name,birthdate,height,weight,ethnicity,skin_tone,hair_color,facial_hair,bats,primary_position,other_positions,is_pitcher,role,preferred_pitching_role,ch,ph,sp,gf,pl,vl,sc,fa,arm,endurance,control,movement,hold_runner,fb,cu,cb,sl,si,scb,kn,pot_ch,pot_ph,pot_sp,pot_gf,pot_pl,pot_vl,pot_sc,pot_fa,pot_arm,pot_control,pot_movement,pot_endurance,pot_hold_runner,pot_fb,pot_cu,pot_cb,pot_sl,pot_si,pot_scb,pot_kn,injured,injury_description,return_date,ready,injury_list,injury_start_date,injury_minimum_days,injury_eligible_date,injury_rehab_assignment,injury_rehab_days,durability,pitcher_archetype,hitter_archetype
P8397,Morton,Okwuona,1992-10-24,78,163,Anglo,medium,blonde,beard,S,P,,1,,,,,,45,,,,49,63,71,77,83,76,77,0,0,0,84,0,0,,,,45,,,,49,55,54,57,76,43,88,0,0,0,80,0,0,False,,,1,,,,,,0,50,balanced_starter,
P7236,Jermaine,Robinson,1992-10-11,70,187,African,dark,black,clean_shaven,R,P,,1,,LR,,,,50,,,,47,73,67,63,66,58,73,0,0,42,82,0,0,,,,50,,,,42,72,57,54,69,57,41,0,0,34,74,0,0,False,,,1,,,,,,0,50,long_relief,
P2329,Alec,Boulay,1994-01-25,78,165,Anglo,light,blonde,mustache,R,P,,1,,,,,,52,,,,60,92,74,67,74,78,82,0,62,0,0,0,0,,,,52,,,,60,93,59,72,56,46,75,0,64,0,0,0,0,False,,,1,,,,,,0,50,balanced_starter,
P2641,Rafael,Ortiz,1999-10-14,76,204,Hispanic,light,black,clean_shaven,R,P,,1,,,,,,50,,,,59,64,71,65,80,64,76,0,0,0,77,0,0,,,,50,,,,72,78,76,77,74,60,83,0,0,0,82,0,0,False,,,1,,,,,,0,50,balanced_starter,
P1108,Olin,Tijerino,2001-12-23,75,240,Anglo,light,blonde,mustache,L,P,,1,,,,,,21,,,,53,65,60,68,72,65,76,0,0,93,0,0,0,,,,33,,,,61,78,73,88,48,61,74,0,0,99,0,0,0,False,,,1,,,,,,0,50,middle_relief,
P1470,Cornell,Chio,1995-06-04,70,200,Anglo,medium,blonde,clean_shaven,S,P,,1,,,,,,52,,,,41,66,54,69,65,60,78,0,66,0,0,0,0,,,,52,,,,40,68,73,65,60,59,51,0,64,0,0,0,0,False,,,1,,,,,,0,50,middle_relief,
P5133,Ricardo,Lopez,1996-01-24,70,237,Hispanic,dark,brown,clean_shaven,S,P,,1,,,,,,48,,,,51,63,78,64,68,67,96,0,0,37,67,0,0,,,,48,,,,54,63,58,59,58,43,68,0,0,32,65,0,0,False,,,1,,,,,,0,50,power_starter,
P2233,Abe,Mozie,2003-07-05,76,214,Anglo,medium,blonde,clean_shaven,S,P,,1,,,,,,52,,,,56,63,57,56,61,62,69,84,92,52,83,0,0,,,,52,,,,71,72,72,80,73,62,78,96,99,61,91,0,0,False,,,1,,,,,,0,50,middle_relief,
P6257,Manuel,Perez,1992-07-24,74,191,Hispanic,light,brown,clean_shaven,S,P,,1,,LR,,,,49,,,,49,53,54,72,65,64,74,84,0,23,0,0,0,,,,49,,,,49,51,65,61,58,61,96,79,0,21,0,0,0,False,,,1,,,,,,0,50,long_relief,
P5881,Harrison,Leischner,1999-05-03,70,164,Anglo,light,black,clean_shaven,S,C,,0,,,82,52,77,53,46,77,56,39,54,,,,,,,,,,,,98,62,88,53,46,61,56,48,61,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P9905,Wiley,Spofford,1997-12-02,78,166,Anglo,light,blonde,goatee,S,1B,,0,,,74,66,56,51,58,70,49,56,59,,,,,,,,,,,,84,70,69,51,58,51,49,64,67,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P4938,Manuel,Torres,1987-06-21,77,184,Hispanic,dark,black,mustache,R,2B,,0,,,69,54,79,50,43,86,48,58,44,,,,,,,,,,,,82,33,51,50,43,53,48,48,38,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P8486,Hoyt,Genovesi,1994-03-01,76,200,Anglo,medium,black,beard,R,3B,,0,,,65,64,53,45,66,61,47,66,73,,,,,,,,,,,,70,73,58,45,66,52,47,61,68,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P8367,Malik,Baker,1993-12-28,76,208,African,dark,black,beard,R,SS,,0,,,82,46,69,45,55,70,53,67,65,,,,,,,,,,,,79,53,48,45,55,49,53,72,67,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P6869,Jamal,Allen,1993-03-21,69,220,African,dark,brown,beard,R,LF,,0,,,74,49,62,49,51,80,53,52,58,,,,,,,,,,,,60,45,58,49,51,54,53,51,58,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P2062,Jermaine,Washington,2002-12-21,70,230,African,dark,black,clean_shaven,S,CF,,0,,,61,63,48,53,47,69,45,62,57,,,,,,,,,,,,75,73,62,53,47,55,45,73,64,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P8451,Hector,Morales,2001-03-02,70,229,Hispanic,medium,black,clean_shaven,R,RF,,0,,,78,73,68,49,56,56,55,64,72,,,,,,,,,,,,70,70,84,49,56,51,55,72,84,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P8298,Giovanni,Teskey,1991-05-05,75,213,Anglo,medium,red,beard,R,2B,,0,,,68,47,80,49,53,83,48,57,52,,,,,,,,,,,,61,50,47,49,53,56,48,48,45,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P3312,Raul,Hernandez,1988-07-24,69,163,Hispanic,medium,black,clean_shaven,R,SS,,0,,,66,75,56,55,52,70,55,60,65,,,,,,,,,,,,62,56,59,55,52,58,55,55,65,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P5856,Juan,Lopez,1995-10-27,72,250,Hispanic,medium,black,clean_shaven,L,1B,,0,,,77,40,69,49,50,68,53,58,63,,,,,,,,,,,,81,58,56,49,50,57,53,55,66,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P8862,Lester,Spasiano,1991-06-18,69,223,Anglo,light,blonde,clean_shaven,R,1B,,0,,,72,48,80,42,54,75,52,57,64,,,,,,,,,,,,75,63,52,42,54,57,52,51,60,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P6780,Jermaine,Mitchell,2004-10-30,78,228,African,dark,black,beard,L,RF,,0,,,67,64,61,51,48,67,47,68,69,,,,,,,,,,,,86,79,78,51,48,56,47,80,92,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P2834,Neal,Stieb,1995-11-28,76,249,Anglo,light,black,mustache,S,C,,0,,,57,56,72,53,56,66,45,44,53,,,,,,,,,,,,54,51,48,53,56,53,45,47,52,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P7113,Rafael,Vasquez,1993-08-17,68,168,Hispanic,dark,brown,mustache,R,P,,1,,,,,,58,,,,48,64,71,65,68,62,81,83,73,92,92,0,55,,,,58,,,,44,57,55,82,26,59,86,73,67,57,0,0,52,False,,,1,,,,,,0,50,balanced_starter,
P3788,Alejandro,Cruz,1994-07-13,70,199,Hispanic,light,black,beard,L,P,,1,,,,,,54,,,,50,66,89,55,71,60,86,42,43,59,45,0,0,,,,54,,,,52,70,56,79,82,49,91,42,39,64,44,0,0,False,,,1,,,,,,0,50,power_starter,
P9218,Garrett,Dechico,2001-09-12,75,211,Anglo,medium,brown,clean_shaven,R,P,,1,,,,,,49,,,,53,67,83,65,71,59,91,83,0,0,94,0,0,,,,49,,,,58,73,80,71,66,49,85,93,0,0,99,0,0,False,,,1,,,,,,0,50,power_starter,
P4529,Noel,Hagarty,1997-02-02,73,242,Anglo,medium,black,clean_shaven,L,P,,1,,,,,,53,,,,78,67,80,72,78,62,83,50,0,0,0,0,0,,,,53,,,,80,71,55,59,30,56,92,46,0,0,0,0,0,False,,,1,,,,,,0,50,balanced_starter,
P5270,Dee,Mckain,1993-11-20,72,209,Anglo,light,brown,clean_shaven,R,P,,1,,,,,,45,,,,63,65,88,80,78,74,66,0,57,31,0,0,0,,,,45,,,,58,61,55,57,51,46,89,0,56,33,0,0,0,False,,,1,,,,,,0,50,finesse_starter,
P8902,Sung,Patel,2000-12-19,68,188,Asian,medium,black,clean_shaven,R,P,,1,,,,,,52,,,,52,63,55,71,60,57,80,0,74,0,55,0,0,,,,52,,,,59,74,64,84,71,60,69,0,79,0,61,0,0,False,,,1,,,,,,0,50,middle_relief,
P7862,Hector,Ramos,2003-11-24,73,207,Hispanic,light,brown,clean_shaven,L,P,,1,,,,,,50,,,,47,60,73,76,65,68,72,84,63,92,92,0,0,,,,50,,,,67,71,65,99,75,59,99,99,91,0,0,0,0,False,,,1,,,,,,0,50,balanced_starter,
P1688,Alejandro,Flores,1993-07-07,74,212,Hispanic,dark,blonde,clean_shaven,R,LF,,0,,,83,49,60,47,47,62,53,58,55,,,,,,,,,,,,62,47,61,47,47,60,53,48,46,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P9422,Yong,Hassan,1987-01-10,69,217,Asian,medium,black,mustache,L,2B,,0,,,78,52,81,53,53,61,52,86,58,,,,,,,,,,,,49,37,47,53,53,48,52,81,55,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P2330,Jermaine,Green,1995-07-05,73,166,African,medium,black,clean_shaven,R,C,,0,,,76,57,65,53,60,60,45,43,64,,,,,,,,,,,,49,49,50,53,60,49,45,48,69,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P7677,Carlos,Perez,1993-05-26,77,245,Hispanic,medium,brown,clean_shaven,R,2B,,0,,,76,63,73,53,46,71,47,75,46,,,,,,,,,,,,68,48,49,53,46,58,47,73,39,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P6195,Malik,Allen,1989-08-22,69,216,African,dark,brown,beard,R,CF,,0,,,82,53,64,52,62,80,47,58,58,,,,,,,,,,,,56,43,43,52,62,58,47,49,57,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P4812,Leroy,Wright,1987-02-03,72,196,African,light,black,beard,R,CF,,0,,,77,44,67,50,56,72,49,56,61,,,,,,,,,,,,86,40,62,50,56,52,49,51,58,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P2990,Deshawn,Allen,2001-04-28,71,200,African,medium,black,clean_shaven,S,SS,,0,,,83,64,60,49,55,68,50,63,64,,,,,,,,,,,,86,68,69,49,55,53,50,78,76,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P3582,Fernando,Castillo,1994-10-31,78,216,Hispanic,light,brown,clean_shaven,R,CF,,0,,,56,64,55,47,64,60,50,55,87,,,,,,,,,,,,50,51,61,47,64,62,50,56,91,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P8103,Marcelo,Nagelschmidt,2003-12-08,71,186,Anglo,medium,blonde,clean_shaven,R,P,,1,,LR,,,,55,,,,57,82,61,64,73,61,72,0,48,86,60,0,0,,,,55,,,,82,96,70,97,70,94,99,0,67,0,0,0,0,False,,,1,,,,,,0,50,long_relief,
P1504,Raul,Guerrero,2006-10-09,71,179,Hispanic,light,black,goatee,S,P,,1,,LR,,,,48,,,,58,64,58,60,75,60,74,47,0,0,61,0,0,,,,48,,,,80,76,92,99,99,80,81,65,0,0,82,0,0,False,,,1,,,,,,0,50,long_relief,
P5499,Danny,Trimmer,2004-08-24,71,160,Anglo,light,blonde,clean_shaven,R,P,,1,,,,,,47,,,,51,72,74,81,78,78,61,94,0,20,54,0,0,,,,47,,,,68,99,77,99,91,63,99,99,0,44,83,0,0,False,,,1,,,,,,0,50,finesse_starter,
P8590,Francisco,Morales,2007-03-07,70,213,Hispanic,medium,brown,clean_shaven,L,P,,1,,,,,,48,,,,53,67,80,55,75,67,82,78,71,75,0,0,0,,,,48,,,,69,88,75,74,74,68,54,93,89,88,0,0,0,False,,,1,,,,,,0,50,power_starter,
P9039,Darnell,Walker,2006-01-18,78,211,African,dark,brown,clean_shaven,R,P,,1,,,,,,52,,,,48,61,69,76,69,74,75,64,0,55,0,0,0,,,,52,,,,72,87,75,79,78,74,99,88,0,66,0,0,0,False,,,1,,,,,,0,50,balanced_starter,
P9554,Reuben,Osterstuck,2005-01-07,68,197,Anglo,medium,black,goatee,L,CF,,0,,,58,74,60,51,40,64,48,53,53,,,,,,,,,,,,78,64,74,51,40,46,48,63,70,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P1631,Tyrone,Jackson,2005-09-14,72,181,African,dark,black,clean_shaven,R,CF,,0,,,88,53,74,51,48,74,55,59,52,,,,,,,,,,,,79,59,86,51,48,56,55,87,64,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P7336,Carlos,Martinez,2005-05-30,78,170,Hispanic,medium,black,clean_shaven,L,RF,,0,,,72,59,64,49,51,76,50,65,77,,,,,,,,,,,,89,87,67,49,51,42,50,87,99,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P2993,Jody,Ikeda,2004-05-06,77,165,Anglo,light,black,beard,L,2B,,0,,,72,50,67,53,60,73,42,61,47,,,,,,,,,,,,77,52,84,53,60,50,42,73,68,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P1909,Juan,Flores,2005-11-12,76,192,Hispanic,medium,brown,clean_shaven,S,RF,,0,,,61,57,62,50,53,59,44,57,77,,,,,,,,,,,,75,84,70,50,53,42,44,74,99,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P6475,Sung,Singh,1995-10-12,71,203,Asian,light,black,clean_shaven,L,P,,1,,,,,,55,,,,57,74,81,65,71,67,77,37,0,92,92,0,0,,,,55,,,,52,75,46,82,39,60,76,39,0,0,0,0,0,False,,,1,,,,,,0,50,power_starter,
P5232,Brendan,Brienen,1990-02-24,71,218,Anglo,light,black,beard,R,P,,1,,,,,,49,,,,56,66,58,65,59,52,64,0,0,29,85,0,0,,,,49,,,,48,64,59,60,40,48,49,0,0,28,80,0,0,False,,,1,,,,,,0,50,middle_relief,
P1932,Aaron,Radon,1991-11-09,74,194,Anglo,light,black,mustache,L,P,,1,,,,,,48,,,,55,57,51,58,72,62,67,90,79,69,50,0,0,,,,48,,,,52,47,68,66,57,49,92,83,78,66,47,0,0,False,,,1,,,,,,0,50,middle_relief,
P9335,Fernando,Gomez,1997-05-12,78,234,Hispanic,light,brown,goatee,S,P,,1,,,,,,50,,,,50,54,62,62,66,52,69,62,0,92,92,0,70,,,,50,,,,45,57,55,73,47,63,66,61,0,83,43,0,67,False,,,1,,,,,,0,50,middle_relief,
P3594,Ed,Nibbe,1997-05-09,78,168,Anglo,light,black,beard,R,P,LF,1,,,,,,43,,,,59,61,86,75,76,58,65,34,63,92,92,0,0,,,,43,,,,60,61,65,69,33,78,53,29,62,69,88,0,0,False,,,1,,,,,,0,50,balanced_starter,
P8929,Otis,Tencer,1988-08-19,78,209,Anglo,light,brown,mustache,R,P,,1,,,,,,50,,,,59,82,77,64,71,65,72,46,0,92,92,0,0,,,,50,,,,58,81,56,58,50,72,51,45,0,0,79,0,0,False,,,1,,,,,,0,50,balanced_starter,
P7353,Jonas,Nowaczyk,1989-02-06,69,206,Anglo,medium,brown,clean_shaven,L,P,,1,,,,,,54,,,,62,59,79,75,74,55,73,49,0,0,0,0,0,,,,54,,,,52,49,57,56,59,46,41,48,0,0,0,0,0,False,,,1,,,,,,0,50,balanced_starter,
P5757,Jamal,Harris,2002-05-27,74,181,African,dark,black,clean_shaven,L,P,,1,,,,,,55,,,,66,64,77,72,77,76,64,0,88,0,0,0,0,,,,55,,,,76,79,67,83,69,66,70,0,99,0,0,0,0,False,,,1,,,,,,0,50,finesse_starter,
P5027,Antonio,Sanchez,1993-09-07,70,195,Hispanic,medium,brown,clean_shaven,R,P,,1,,,,,,49,,,,76,66,82,55,82,51,72,44,65,52,91,0,0,,,,49,,,,76,58,61,53,55,52,85,44,60,47,86,0,0,False,,,1,,,,,,0,50,power_starter,
P9497,Cedric,Gaines,2001-06-09,68,226,African,dark,black,clean_shaven,S,P,,1,,,,,,57,,,,59,53,61,55,65,61,74,0,55,55,0,0,0,,,,57,,,,66,61,70,62,64,64,99,0,65,65,0,0,0,False,,,1,,,,,,0,50,middle_relief,
P4747,Deshawn,Harris,1996-04-11,78,235,African,dark,black,goatee,R,P,,1,,LR,,,,50,,,,50,57,62,59,67,57,70,58,0,0,53,0,0,,,,50,,,,54,61,54,68,71,64,83,63,0,0,55,0,0,False,,,1,,,,,,0,50,long_relief,
P1120,Darnell,Allen,1998-11-16,75,179,African,dark,black,goatee,R,C,,0,,,64,64,56,50,55,62,51,39,64,,,,,,,,,,,,66,61,61,50,55,54,51,46,72,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P1150,Henry,Godbee,1988-01-07,78,219,Anglo,light,black,clean_shaven,L,1B,,0,,,61,69,71,54,51,63,50,56,61,,,,,,,,,,,,71,76,51,54,51,54,50,55,59,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P9406,Roberto,Ortiz,2003-05-01,76,168,Hispanic,light,brown,mustache,R,2B,3B,0,,,73,62,76,49,63,77,46,80,63,,,,,,,,,,,,74,51,63,49,63,53,46,95,70,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P1858,Miguel,Ramos,1988-08-26,77,233,Hispanic,light,black,mustache,L,3B,,0,,,84,57,63,44,49,74,47,49,58,,,,,,,,,,,,53,43,55,44,49,52,47,45,58,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P5699,Leroy,Green,1999-07-01,69,244,African,dark,black,beard,R,SS,,0,,,88,55,71,43,64,77,50,64,55,,,,,,,,,,,,76,71,71,43,64,51,50,75,69,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P1264,Rufus,Green,1992-04-18,75,220,African,dark,black,clean_shaven,L,LF,,0,,,87,44,71,47,51,74,58,65,58,,,,,,,,,,,,54,35,55,47,51,48,58,55,48,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P5890,Demetrius,Monachino,1991-02-15,75,236,Anglo,light,blonde,clean_shaven,R,CF,,0,,,75,69,65,44,54,57,45,60,56,,,,,,,,,,,,47,51,47,44,54,56,45,57,49,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P9144,Percy,Robinson,1993-01-01,77,211,African,dark,brown,clean_shaven,L,RF,,0,,,47,87,46,48,53,53,48,53,70,,,,,,,,,,,,43,53,58,48,53,50,48,49,63,,,,,,,,,,,,False,,,1,,,,,,0,50,,power
P4526,Yong,Park,2002-10-26,74,229,Asian,medium,black,clean_shaven,R,RF,,0,,,72,67,53,55,58,59,50,62,78,,,,,,,,,,,,80,81,59,55,58,56,50,76,90,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P4367,Cedric,Jackson,2004-10-16,71,225,African,dark,black,clean_shaven,L,1B,,0,,,67,67,61,47,64,64,43,56,73,,,,,,,,,,,,97,88,78,47,64,56,43,79,99,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P3535,Darnell,Jefferson,1993-04-25,68,243,African,medium,brown,beard,R,SS,,0,,,65,73,73,50,52,50,51,60,56,,,,,,,,,,,,50,66,61,50,52,55,51,59,55,,,,,,,,,,,,False,,,1,,,,,,0,50,,power
P3793,Carlos,Sanchez,1989-09-24,71,243,Hispanic,medium,black,beard,R,3B,,0,,,85,56,75,52,51,69,58,58,65,,,,,,,,,,,,57,53,57,52,51,52,58,48,59,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P6651,Cruz,Shortino,1986-11-19,77,228,Anglo,light,black,clean_shaven,R,SS,,0,,,83,43,58,52,52,87,50,63,55,,,,,,,,,,,,78,51,49,52,52,55,50,57,53,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P7934,Rufus,Mitchell,1996-08-25,70,191,African,dark,black,mustache,R,3B,,0,,,78,60,77,49,63,72,50,56,57,,,,,,,,,,,,63,51,52,49,63,47,50,60,58,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P6617,Domingo,Flaherty,2002-02-24,71,221,Anglo,light,black,mustache,L,P,,1,,,,,,55,,,,48,77,70,68,59,59,91,47,0,92,92,0,72,,,,55,,,,57,92,65,97,46,73,99,53,0,0,0,0,79,False,,,1,,,,,,0,50,power_starter,
P4700,Deshawn,Scott,1997-09-16,78,193,African,dark,black,clean_shaven,R,P,,1,,,,,,49,,,,62,61,64,67,79,60,66,0,0,88,0,0,0,,,,49,,,,64,64,71,73,67,50,49,0,0,90,0,0,0,False,,,1,,,,,,0,50,balanced_starter,
P9948,Julio,Tonks,1991-08-31,72,174,Anglo,medium,brown,goatee,L,P,,1,,,,,,54,,,,52,63,57,65,72,65,79,0,33,0,0,0,0,,,,54,,,,45,56,54,61,48,49,86,0,31,0,0,0,0,False,,,1,,,,,,0,50,middle_relief,
P7875,Stefan,Goslee,1988-09-18,78,242,Anglo,light,brown,goatee,S,P,,1,,,,,,56,,,,57,54,75,73,66,70,68,44,0,0,0,0,0,,,,56,,,,48,53,57,55,47,55,35,41,0,0,0,0,0,False,,,1,,,,,,0,50,balanced_starter,
P5837,Juan,Hernandez,1994-08-26,73,221,Hispanic,medium,black,clean_shaven,S,P,,1,,,,,,50,,,,57,56,69,63,79,68,90,31,0,0,0,0,0,,,,50,,,,56,58,52,70,43,55,40,29,0,0,0,0,0,False,,,1,,,,,,0,50,power_starter,
P8324,Lucien,Number,1997-01-17,72,202,Anglo,medium,blonde,clean_shaven,S,P,,1,,,,,,47,,,,45,64,50,61,71,70,80,0,29,51,0,0,0,,,,47,,,,43,68,60,66,70,43,85,0,30,46,0,0,0,False,,,1,,,,,,0,50,middle_relief,
P9861,Lanny,Cruser,1991-08-05,72,207,Anglo,light,brown,clean_shaven,R,P,,1,,LR,,,,59,,,,60,52,70,74,75,62,66,0,0,81,34,0,0,,,,59,,,,54,51,47,63,82,50,94,0,0,76,28,0,0,False,,,1,,,,,,0,50,long_relief,
P6203,Percy,Allen,2004-05-07,74,191,African,dark,black,clean_shaven,R,LF,,0,,,63,60,65,53,46,52,51,52,64,,,,,,,,,,,,77,66,76,53,46,46,51,65,75,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P3987,Emmitt,Popplewell,1998-08-28,75,162,Anglo,medium,black,clean_shaven,L,CF,LF,0,,,64,63,63,52,61,67,50,59,57,,,,,,,,,,,,72,77,75,52,61,56,50,69,71,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P5851,Jose,Flores,1991-09-06,77,233,Hispanic,dark,brown,clean_shaven,L,CF,,0,,,70,63,76,52,51,62,50,55,51,,,,,,,,,,,,56,53,52,52,51,57,50,55,49,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P3212,Percy,Harris,1990-05-18,71,241,African,dark,black,clean_shaven,L,2B,,0,,,79,42,75,45,53,83,48,56,50,,,,,,,,,,,,53,42,47,45,53,40,48,51,42,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P8453,Tim,Rasole,1992-09-27,72,169,Anglo,light,brown,clean_shaven,S,C,,0,,,90,44,81,50,53,81,50,50,58,,,,,,,,,,,,58,46,36,50,53,57,50,49,52,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P5747,Eusebio,Okuhara,1994-07-02,78,209,Anglo,light,brown,beard,R,2B,,0,,,81,61,67,48,60,85,46,50,58,,,,,,,,,,,,69,60,58,48,60,62,46,49,61,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P5748,Dwight,Ohman,1990-11-23,70,173,Anglo,medium,black,clean_shaven,S,3B,,0,,,66,54,79,48,49,75,49,54,60,,,,,,,,,,,,68,47,58,48,49,57,49,54,52,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P2950,Clifton,Ussery,1988-12-16,72,212,Anglo,light,brown,mustache,R,3B,,0,,,71,80,57,49,61,66,53,64,91,,,,,,,,,,,,49,48,52,49,61,60,53,64,85,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P8842,Lynwood,Rowman,2006-09-15,74,162,Anglo,light,blonde,clean_shaven,R,P,,1,,,,,,55,,,,50,76,77,72,80,71,64,44,39,92,92,0,62,,,,55,,,,75,87,81,98,61,78,99,55,69,63,0,0,79,False,,,1,,,,,,0,50,balanced_starter,
P5100,Ivan,Lodwick,2004-04-24,76,248,Anglo,medium,brown,goatee,R,P,,1,,,,,,54,,,,57,58,65,76,80,72,80,57,0,61,42,0,0,,,,54,,,,79,73,85,77,77,86,93,78,0,81,52,0,0,False,,,1,,,,,,0,50,balanced_starter,
P2478,Jermaine,Scott,2006-05-14,75,165,African,medium,black,clean_shaven,R,P,,1,,,,,,52,,,,52,55,59,73,82,58,65,70,0,58,0,0,0,,,,52,,,,62,72,72,89,74,95,99,84,0,81,0,0,0,False,,,1,,,,,,0,50,specialist_starter,
P5741,Deshawn,Walker,2004-04-27,68,220,African,medium,black,clean_shaven,R,P,,1,,SU,,,,40,,,,54,60,46,68,64,73,82,68,90,0,43,0,0,,,,40,,,,81,84,91,89,77,62,92,96,99,0,73,0,0,False,,,1,,,,,,0,50,setup,
P5109,Juan,Ramirez,2006-06-02,77,248,Hispanic,medium,black,goatee,L,P,,1,,,,,,46,,,,57,73,62,63,61,62,81,0,72,44,0,0,0,,,,46,,,,81,85,82,94,91,73,99,0,98,57,0,0,0,False,,,1,,,,,,0,50,middle_relief,
P9080,Eugenio,Colar,2006-03-20,74,174,Anglo,dark,brown,beard,L,CF,,0,,,81,58,59,53,51,76,51,58,64,,,,,,,,,,,,81,62,82,53,51,48,51,82,74,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P8234,Hilario,Trayer,2004-04-30,75,171,Anglo,light,blonde,clean_shaven,L,3B,,0,,,84,57,63,53,53,74,52,48,66,,,,,,,,,,,,99,90,71,53,53,54,52,61,82,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P7209,Carlos,Diaz,2004-08-29,72,247,Hispanic,dark,brown,clean_shaven,R,SS,,0,,,70,75,54,51,58,63,49,70,62,,,,,,,,,,,,89,99,85,51,58,54,49,99,91,,,,,,,,,,,,False,,,1,,,,,,0,50,,balanced
P1746,Percy,White,2007-05-07,72,246,African,dark,black,clean_shaven,R,CF,,0,,,62,82,45,48,51,53,54,63,53,,,,,,,,,,,,80,91,66,48,51,49,54,81,69,,,,,,,,,,,,False,,,1,,,,,,0,50,,power
P5458,Antonio,Ramirez,2004-12-23,70,217,Hispanic,medium,black,clean_shaven,R,SS,,0,,,87,59,70,52,49,60,55,59,56,,,,,,,,,,,,99,71,67,52,49,63,55,79,73,,,,,,,,,,,,False,,,1,,,,,,0,50,,contact
P3248,Darnell,Mitchell,1991-10-08,73,225,African,dark,brown,mustache,L,P,,1,,,,,,55,,,,54,70,93,62,65,69,78,57,84,84,60,0,0,,,,55,,,,48,69,58,74,51,61,95,51,76,62,16,0,0,False,,,1,,,,,,0,50,power_starter,
P8089,Xavier,Allen,1998-04-22,78,233,African,medium,black,beard,L,P,,1,,,,,,51,,,,57,50,69,63,68,74,68,0,75,0,86,0,0,,,,51,,,,63,57,67,69,70,78,54,0,80,0,99,0,0,False,,,1,,,,,,0,50,balanced_starter,
P4350,Andreas,Blacksmith,2000-07-30,75,171,Anglo,light,brown,clean_shaven,R,P,,1,,,,,,49,,,,51,64,86,65,66,52,80,0,0,0,75,0,0,,,,49,,,,58,78,93,99,76,66,57,0,0,0,87,0,0,False,,,1,,,,,,0,50,power_starter,
P4905,Darnell,Gaines,2002-08-23,72,167,African,dark,black,goatee,S,P,,1,,,,,,56,,,,56,56,81,59,61,59,85,0,87,29,0,0,0,,,,56,,,,70,71,76,73,74,68,79,0,99,38,0,0,0,False,,,1,,,,,,0,50,power_starter,
